1,1,2,398,63,384,1,1,1
1,2,119,409,1038,424,1,1,1
1,3,1304,557,494,261,1,1,1
2,2,54,388,1122,453,1,1,1
2,3,1306,558,476,260,1,1,1
3,2,9,383,1155,451,1,1,1
3,3,1308,556,472,260,1,1,1
4,2,27,389,1144,446,1,1,1
4,3,1313,558,469,260,1,1,1
5,2,53,425,1119,422,1,1,1
5,3,1316,557,466,260,1,1,1
6,2,34,408,1130,430,1,1,1
6,3,1318,556,464,261,1,1,1
7,2,23,407,1138,430,1,1,1
7,3,1319,555,463,262,1,1,1
8,2,34,429,1131,417,1,1,1
8,3,1319,555,462,263,1,1,1
9,4,1,463,60,341,1,1,1
9,2,28,420,1130,417,1,1,1
9,3,1319,554,463,265,1,1,1
10,2,28,416,1128,418,1,1,1
10,3,1319,553,463,267,1,1,1
11,5,741,455,429,365,1,1,1
11,2,28,412,1128,420,1,1,1
11,3,1321,553,461,267,1,1,1
12,5,748,456,424,364,1,1,1
12,2,27,406,1129,424,1,1,1
12,3,1321,554,461,267,1,1,1
13,2,42,403,1135,428,1,1,1
13,3,1324,557,457,267,1,1,1
14,2,48,397,1134,436,1,1,1
14,3,1324,558,455,266,1,1,1
15,2,51,398,1135,437,1,1,1
15,3,1328,558,460,269,1,1,1
16,6,737,1124,508,314,1,1,1
16,2,76,433,1116,421,1,1,1
16,3,1329,560,468,273,1,1,1
17,6,738,1125,511,313,1,1,1
17,2,67,412,1120,427,1,1,1
17,3,1326,558,464,272,1,1,1
18,6,736,1123,508,314,1,1,1
18,2,52,401,1129,434,1,1,1
18,3,1331,555,467,272,1,1,1
19,6,733,1122,513,314,1,1,1
19,2,43,396,1135,440,1,1,1
19,3,1336,554,478,276,1,1,1
20,6,737,1132,508,306,1,1,1
20,2,36,388,1140,447,1,1,1
20,3,1336,554,482,278,1,1,1
21,6,734,1128,507,307,1,1,1
21,2,29,389,1139,451,1,1,1
21,3,1330,557,473,275,1,1,1
22,6,742,1136,510,302,1,1,1
22,2,81,413,1110,437,1,1,1
22,3,1331,558,471,276,1,1,1
23,2,132,446,1070,416,1,1,1
23,3,1338,559,476,277,1,1,1
24,3,1337,560,472,276,1,1,1
25,3,1343,559,474,275,1,1,1
26,3,1351,559,483,275,1,1,1
27,2,28,404,1152,437,1,1,1
27,3,1358,559,495,277,1,1,1
28,2,34,403,1150,442,1,1,1
28,3,1359,560,501,282,1,1,1
29,2,24,398,1164,446,1,1,1
29,3,1358,559,512,283,1,1,1
30,2,21,398,1172,447,1,1,1
30,3,1353,558,514,282,1,1,1
31,2,16,393,1178,451,1,1,1
